ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
1927,Eur HI,POL,Poland,KIELCE,"KIELCE, Poland",20.6285677,50.8660773,36,2013,"1 station, background, urban",measured data,29,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1960,Eur HI,POL,Poland,OLESNO,"OLESNO, Poland",18.41472,50.87526,40,2013,0,measured data,30,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1153,Eur HI,DEU,Germany,NIEDERZIER,"NIEDERZIER, Germany",6.470278,50.8766134,24,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1109,Eur HI,DEU,Germany,HüRTH,"HüRTH, Germany",6.8881425,50.8805932,24,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1098,Eur HI,DEU,Germany,GERA,"GERA, Germany",12.0807203,50.8850706,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1968,Eur HI,POL,Poland,OZAROW,"OZAROW, Poland",21.66654,50.88758,26,2013,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1793,Eur HI,NLD,Netherlands,HEERLEN,"HEERLEN, Netherlands",5.9794988,50.8881742,23,2013,"1 station, traffic, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1923,Eur HI,POL,Poland,JELENIA GORA,"JELENIA GORA, Poland",15.7193616,50.9044171,41,2013,0,measured data,30,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1894,Eur HI,POL,Poland,BOGATYNIA,"BOGATYNIA, Poland",14.9561498,50.9072496,21,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
150,Eur HI,BEL,Belgium,STEENOKKERZEEL,"STEENOKKERZEEL, Belgium",4.51349,50.90793,25,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2592,Eur HI,GBR,United Kingdom,SOUTHAMPTON,"SOUTHAMPTON, United Kingdom",-1.4043509,50.9097004,21,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1092,Eur HI,DEU,Germany,FREIBERG,"FREIBERG, Germany",13.341727,50.9128283,21,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
144,Eur HI,BEL,Belgium,OOSTROZEBEKE,"OOSTROZEBEKE, Belgium",3.3346008,50.9202012,31,2013,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1936,Eur HI,POL,Poland,KRASNIK,"KRASNIK, Poland",22.226957,50.9232831,30,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
154,Eur HI,BEL,Belgium,VILVOORDE,"VILVOORDE, Belgium",4.4257868,50.9272511,27,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
134,Eur HI,BEL,Belgium,HASSELT,"HASSELT, Belgium",5.33248,50.93069,24,2013,"1 station, background, suburban",measured data,18,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1120,Eur HI,DEU,Germany,KöLN,"KöLN, Germany",6.9602786,50.937531,24,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1958,Eur HI,POL,Poland,OLAWA,"OLAWA, Poland",17.2924017,50.9459276,34,2013,0,measured data,25,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
146,Eur HI,BEL,Belgium,ROESELAERE,"ROESELAERE, Belgium",3.1294471,50.9499087,28,2013,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
775,Eur HI,FRA,France,CALAIS,"CALAIS, France",1.858686,50.95129,22,2014,"1 station, Background urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
131,Eur HI,BEL,Belgium,GENK,"GENK, Belgium",5.5021,50.96613,26,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1055,Eur HI,DEU,Germany,BEBRA,"BEBRA, Germany",9.7973417,50.9688842,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1929,Eur HI,POL,Poland,KLUCZBORK,"KLUCZBORK, Poland",18.21807,50.97235,38,2013,"1 station, background, urban",measured data,27,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1086,Eur HI,DEU,Germany,ERFURT,"ERFURT, Germany",11.0298799,50.9847679,22,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
116,Eur HI,BEL,Belgium,AARSCHOT,"AARSCHOT, Belgium",4.8365218,50.9859959,23,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
841,Eur HI,FRA,France,GRAVELINES,"GRAVELINES, France",2.125537,50.98707,21,2014,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
1045,Eur HI,DEU,Germany,ALTENBURG,"ALTENBURG, Germany",12.4366572,50.9931202,21,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
779,Eur HI,FRA,France,CAPPELLE-LA-GRANDE,"CAPPELLE-LA-GRANDE, France",2.374221,50.9987629,24,2014,"1 station, Background suburban",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
840,Eur HI,FRA,France,GRANDE-SYNTHE,"GRANDE-SYNTHE, France",2.302577,51.013547,27,2014,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
140,Eur HI,BEL,Belgium,MECHELEN,"MECHELEN, Belgium",4.4775362,51.0258761,25,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
815,Eur HI,FRA,France,DUNKERQUE,"DUNKERQUE, France",2.3767763,51.0343684,23,2014,"1 station, Background urban",measured data,16,measured data,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
1997,Eur HI,POL,Poland,STARACHOWICE,"STARACHOWICE, Poland",21.0709769,51.0368289,33,2013,"1 station, background, urban",measured data,27,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1981,Eur HI,POL,Poland,RADOMIERZYCE,"RADOMIERZYCE, Poland",17.0434147,51.042113,20,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1201,Eur HI,DEU,Germany,ZEITZ,"ZEITZ, Germany",12.1402795,51.0443266,19,2013,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1127,Eur HI,DEU,Germany,LEVERKUSEN,"LEVERKUSEN, Germany",7.0192196,51.0459248,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
250,Amr HI,CAN,Canada,CALGARY,"CALGARY, Canada",-114.0708459,51.0486151,11,2013,"2 stations, NA",measured data,9,measured data,PM10: <75 % but annually representative; PM2.5:>75%,National Air Pollution Surveillance Network.
1081,Eur HI,DEU,Germany,DRESDEN,"DRESDEN, Germany",13.7372621,51.0504088,27,2013,"1 station, traffic, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
132,Eur HI,BEL,Belgium,GENT,"GENT, Belgium",3.7174243,51.0543422,30,2013,"2 stations, background, urban",measured data,19,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
128,Eur HI,BEL,Belgium,DESTELBERGEN,"DESTELBERGEN, Belgium",3.7977646,51.0609335,25,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1982,Eur HI,POL,Poland,RADOMSKO,"RADOMSKO, Poland",19.4449387,51.0668544,37,2013,0,measured data,27,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
152,Eur HI,BEL,Belgium,VEURNE,"VEURNE, Belgium",2.6680341,51.073159,24,2013,"1 station, background, rural",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
121,Eur HI,BEL,Belgium,BOOM,"BOOM, Belgium",4.36633,51.08608,25,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2025,Eur HI,POL,Poland,WROCLAW,"WROCLAW, Poland",17.0385376,51.1078852,36,2013,"2 stations, background, urban",measured data,29,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
130,Eur HI,BEL,Belgium,EVERGEM,"EVERGEM, Belgium",3.7067221,51.1099708,30,2013,"1 station, industrial, suburban",measured data,19,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1162,Eur HI,DEU,Germany,RADEBEUL,"RADEBEUL, Germany",13.6493707,51.1115648,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1904,Eur HI,POL,Poland,DZIALOSZYN,"DZIALOSZYN, Poland",18.8651227,51.1166563,26,2013,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1064,Eur HI,DEU,Germany,BORNA,"BORNA, Germany",12.4923222,51.1245977,23,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2038,Eur HI,POL,Poland,ZLOTORYJA,"ZLOTORYJA, Poland",15.9213852,51.1259316,32,2013,0,measured data,24,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1898,Eur HI,POL,Poland,CHELM,"CHELM, Poland",23.4711986,51.1431232,29,2013,"1 station, background, suburban",measured data,21,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1922,Eur HI,POL,Poland,JASNA GORA,"JASNA GORA, Poland",18.4563132,51.1478153,16,2013,0,measured data,12,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2035,Eur HI,POL,Poland,ZGORZELEC,"ZGORZELEC, Poland",15.0065645,51.1496361,30,2013,"1 station, background, urban",measured data,24,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1102,Eur HI,DEU,Germany,GöRLITZ,"GöRLITZ, Germany",14.968707,51.1506269,26,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1177,Eur HI,DEU,Germany,SOLINGEN,"SOLINGEN, Germany",7.0831408,51.1702072,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
136,Eur HI,BEL,Belgium,HOBOKEN,"HOBOKEN, Belgium",4.34992,51.1775732,28,2013,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1139,Eur HI,DEU,Germany,MöNCHENGLADBACH,"MöNCHENGLADBACH, Germany",6.4428041,51.1804572,21,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1054,Eur HI,DEU,Germany,BAUTZEN,"BAUTZEN, Germany",14.4237749,51.182293,22,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
156,Eur HI,BEL,Belgium,ZELZATE,"ZELZATE, Belgium",3.8119772,51.1987114,30,2013,0,measured data,20,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1940,Eur HI,POL,Poland,LEGNICA,"LEGNICA, Poland",16.1553231,51.2070067,38,2013,"1 station, background, urban",measured data,27,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
122,Eur HI,BEL,Belgium,BRUGGE,"BRUGGE, Belgium",3.2246995,51.209348,25,2013,"1 station, background, urban",converted from PM2.5,17,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1959,Eur HI,POL,Poland,OLESNICA,"OLESNICA, Poland",17.3898504,51.2134346,31,2013,0,measured data,23,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
158,Eur HI,BEL,Belgium,ZWIJNDRECHT,"ZWIJNDRECHT, Belgium",4.3335905,51.2164116,29,2013,0,measured data,20,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
118,Eur HI,BEL,Belgium,ANTWERPEN,"ANTWERPEN, Belgium",4.4024643,51.2194475,27,2013,"4 stations, background, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1084,Eur HI,DEU,Germany,DüSSELDORF,"DüSSELDORF, Germany",6.7734556,51.2277411,26,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
127,Eur HI,BEL,Belgium,DESSEL,"DESSEL, Belgium",5.11269,51.23985,22,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
142,Eur HI,BEL,Belgium,MOERKERKE,"MOERKERKE, Belgium",3.340071,51.2430573,24,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1944,Eur HI,POL,Poland,LUBLIN,"LUBLIN, Poland",22.5684463,51.2464536,29,2013,"1 station, background, urban",measured data,21,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
145,Eur HI,BEL,Belgium,RETIE,"RETIE, Belgium",5.0842508,51.2669664,22,2013,"1 station, background, rural",converted from PM2.5,15,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1163,Eur HI,DEU,Germany,RATINGEN,"RATINGEN, Germany",6.8401844,51.2964148,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1073,Eur HI,DEU,Germany,COLLM,"COLLM, Germany",13.0111111,51.3033333,16,2013,"1 station, background, rural-remote",measured data,11,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
137,Eur HI,BEL,Belgium,HOEVENEN,"HOEVENEN, Belgium",4.4047295,51.3061855,26,2013,"1 station, industrial, suburban",measured data,18,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1113,Eur HI,DEU,Germany,KASSEL,"KASSEL, Germany",9.4797461,51.3127114,24,2013,"1 station, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1126,Eur HI,DEU,Germany,LEUNA,"LEUNA, Germany",12.0242284,51.3232659,19,2013,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1143,Eur HI,DEU,Germany,NETTETAL,"NETTETAL, Germany",6.2721001,51.3262794,22,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1196,Eur HI,DEU,Germany,WITZENHAUSEN/WALD,"WITZENHAUSEN/WALD, Germany",9.77869,51.3270391,12,2013,0,measured data,8,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1122,Eur HI,DEU,Germany,KREFELD,"KREFELD, Germany",6.5853417,51.3387609,25,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1160,Eur HI,DEU,Germany,POSSEN,"POSSEN, Germany",10.858056,51.338889,13,2013,0,measured data,9,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
119,Eur HI,BEL,Belgium,BERENDRECHT,"BERENDRECHT, Belgium",4.31409,51.34287,26,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1962,Eur HI,POL,Poland,OPOCZNO,"OPOCZNO, Poland",20.2787631,51.3753379,53,2013,0,measured data,39,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1105,Eur HI,DEU,Germany,HATTINGEN,"HATTINGEN, Germany",7.1911567,51.4018117,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1980,Eur HI,POL,Poland,RADOM,"RADOM, Poland",21.1471333,51.4027236,35,2013,"1 station, background, urban",measured data,24,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1972,Eur HI,POL,Poland,PIOTRKOW TRYBUNALSKI,"PIOTRKOW TRYBUNALSKI, Poland",19.7030244,51.4051721,39,2013,"1 station, background, urban",measured data,30,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1979,Eur HI,POL,Poland,PULAWY,"PULAWY, Poland",21.969309,51.4164431,34,2013,0,measured data,25,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1140,Eur HI,DEU,Germany,MüLHEIM,"MüLHEIM, Germany",6.8845226,51.4185682,21,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1082,Eur HI,DEU,Germany,DUISBURG,"DUISBURG, Germany",6.7623293,51.4344079,23,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1051,Eur HI,DEU,Germany,BAD AROLSEN/KOHLGRUND,"BAD AROLSEN/KOHLGRUND, Germany",8.943719,51.435531,16,2013,"1 station, background, rural",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1790,Eur HI,NLD,Netherlands,EINDHOVEN,"EINDHOVEN, Netherlands",5.4697225,51.441642,23,2013,"1 station, traffic, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
878,Eur HI,FRA,France,L'HOPITAL,"L'HOPITAL, France",6.0608726,51.4427238,15,2014,0,measured data,9,converted from PM10,PM10: <75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
1174,Eur HI,DEU,Germany,SCHWERTE,"SCHWERTE, Germany",7.5668312,51.4448257,20,2013,"1 station, background, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2588,Eur HI,GBR,United Kingdom,READING,"READING, United Kingdom",-0.9781303,51.4542645,16,2013,"1 station, background, urban",measured data,10,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2560,Eur HI,GBR,United Kingdom,BRISTOL,"BRISTOL, United Kingdom",-2.58791,51.454513,18,2013,"1 station, background, urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1088,Eur HI,DEU,Germany,ESSEN,"ESSEN, Germany",7.0115552,51.4556432,24,2013,"1 station, background, urban",measured data,18,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2561,Eur HI,GBR,United Kingdom,CARDIFF,"CARDIFF, United Kingdom",-3.17909,51.481581,19,2013,"1 station, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2599,Eur HI,GBR,United Kingdom,THURROCK,"THURROCK, United Kingdom",0.3529197,51.4934557,19,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1154,Eur HI,DEU,Germany,NORDHAUSEN,"NORDHAUSEN, Germany",10.791581,51.4990791,19,2013,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1975,Eur HI,POL,Poland,POLKOWICE,"POLKOWICE, Poland",16.0620494,51.5024848,30,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2575,Eur HI,GBR,United Kingdom,LONDON,"LONDON, United Kingdom",-0.1277583,51.5073509,22,2013,"8 stations, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1985,Eur HI,POL,Poland,RUDNA,"RUDNA, Poland",16.263731,51.5111902,30,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2008,Eur HI,POL,Poland,TARNOWEK,"TARNOWEK, Poland",16.1608906,51.5121179,28,2013,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1079,Eur HI,DEU,Germany,DORTMUND,"DORTMUND, Germany",7.4652981,51.5135872,24,2013,"1 station, background, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2594,Eur HI,GBR,United Kingdom,STANFORD-LE-HOPE,"STANFORD-LE-HOPE, United Kingdom",0.42854,51.514121,24,2013,"1 station, traffic, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1097,Eur HI,DEU,Germany,GELSENKIRCHEN,"GELSENKIRCHEN, Germany",7.0857172,51.517744,25,2013,"1 station, background, suburban",converted from PM2.5,18,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1065,Eur HI,DEU,Germany,BOTTROP,"BOTTROP, Germany",6.9446888,51.529086,23,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2011,Eur HI,POL,Poland,TOMASZOW MAZOWIECKI,"TOMASZOW MAZOWIECKI, Poland",20.0086471,51.5311945,43,2013,0,measured data,32,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1100,Eur HI,DEU,Germany,GOETTINGEN,"GOETTINGEN, Germany",9.9158035,51.5412804,13,2013,"1 station, background, suburban",measured data,11,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1185,Eur HI,DEU,Germany,UNNA,"UNNA, Germany",7.6853114,51.5426349,23,2013,"1 station, background, suburban",converted from PM2.5,16,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2593,Eur HI,GBR,United Kingdom,SOUTHEND - ON - SEA,"SOUTHEND - ON - SEA, United Kingdom",0.7077123,51.5459269,15,2013,"1 station, background, urban",converted from PM2.5,11,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1176,Eur HI,DEU,Germany,SOEST,"SOEST, Germany",8.105754,51.5711476,18,2013,"1 station, background, rural-nearcity",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1786,Eur HI,NLD,Netherlands,BREDA,"BREDA, Netherlands",4.768323,51.5719149,22,2013,"2 stations, traffic, suburban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2580,Eur HI,GBR,United Kingdom,NEWPORT,"NEWPORT, United Kingdom",-2.997664,51.584151,18,2013,"1 station, background, urban",converted from PM2.5,13,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2585,Eur HI,GBR,United Kingdom,PORT TALBOT,"PORT TALBOT, United Kingdom",-3.784097,51.5946799,25,2013,"1 station, industrial, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1990,Eur HI,POL,Poland,SIERADZ,"SIERADZ, Poland",18.7302994,51.5956014,39,2013,0,measured data,29,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2033,Eur HI,POL,Poland,ZDUNSKA WOLA,"ZDUNSKA WOLA, Poland",18.9393251,51.5990328,45,2013,0,measured data,33,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1133,Eur HI,DEU,Germany,LüNEN,"LüNEN, Germany",7.5285074,51.6104829,24,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2598,Eur HI,GBR,United Kingdom,SWANSEA,"SWANSEA, United Kingdom",-3.943646,51.62144,19,2013,"1 station, traffic, urban",measured data,12,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1061,Eur HI,DEU,Germany,BITTERFELD,"BITTERFELD, Germany",12.3276868,51.626359,15,2013,0,measured data,10,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2563,Eur HI,GBR,United Kingdom,CHEPSTOW,"CHEPSTOW, United Kingdom",-2.673804,51.641856,19,2013,"1 station, traffic, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1076,Eur HI,DEU,Germany,DATTELN,"DATTELN, Germany",7.3348301,51.6461362,20,2013,"1 station, traffic, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1966,Eur HI,POL,Poland,OSTROW WIELKOPOLSKI,"OSTROW WIELKOPOLSKI, Poland",17.8068258,51.6549856,38,2013,0,measured data,28,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1969,Eur HI,POL,Poland,PABIANICE,"PABIANICE, Poland",19.35776,51.6567303,38,2013,0,measured data,28,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1911,Eur HI,POL,Poland,GLOGOW,"GLOGOW, Poland",16.0846672,51.6635852,31,2013,0,measured data,23,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1191,Eur HI,DEU,Germany,WESEL,"WESEL, Germany",6.6295679,51.6643079,22,2013,"1 station, background, suburban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1800,Eur HI,NLD,Netherlands,MOERDIJK,"MOERDIJK, Netherlands",4.6273499,51.7018167,19,2013,0,measured data,12,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2583,Eur HI,GBR,United Kingdom,OXFORD,"OXFORD, United Kingdom",-1.2577263,51.7520209,21,2013,"1 station, background, urban",measured data,14,measured data,PM10: <75 % but annually representative; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1074,Eur HI,DEU,Germany,COTTBUS,"COTTBUS, Germany",14.3328679,51.7563108,24,2013,"1 station, traffic, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
